-DOCSTART-	_	_	O
reaches	reach	VERB	O
4062	4000	NUM	B-PARAM
watcher	watcher	NOUN	B-OBJ_NAME
.	.	PUNCT	O
Finally	finally	ADV	O
,	,	PUNCT	O
each	each	DET	O
ad	ad	NOUN	O
placed	place	VERB	O
in	in	ADP	O
an	an	DET	O
costs	cost	VERB	O
$	$	SYM	O
4000	4000	NUM	B-PARAM
and	and	CCONJ	O
reaches	reach	VERB	O
9000	9000	NUM	B-PARAM
watcher	watcher	NOUN	B-OBJ_NAME
.	.	PUNCT	O
There	there	PRON	O
are	be	AUX	O
few	few	ADJ	O
shopping	shopping	NOUN	B-VAR
videos	video	NOUN	I-VAR
,	,	PUNCT	O
hence	hence	ADV	O
the	the	DET	O
number	number	NOUN	O
of	of	ADP	O
ads	ad	NOUN	O
placed	place	VERB	O
on	on	ADP	O
shopping	shopping	NOUN	B-VAR
videos	video	NOUN	I-VAR
is	be	VERB	O
at	at	ADV	B-CONST_DIR
most	most	ADJ	I-CONST_DIR
6	5	NUM	B-LIMIT
.	.	PUNCT	O
In	in	ADP	O
addition	addition	NOUN	O
,	,	PUNCT	O
at	at	ADP	B-CONST_DIR
most	most	ADV	I-CONST_DIR
half	half	DET	B-LIMIT
the	the	DET	O
number	number	NOUN	O
of	of	ADP	O
ads	ad	NOUN	O
should	should	AUX	O
be	be	VERB	O
at	at	ADP	O
,	,	PUNCT	O
and	and	CCONJ	O
at	at	ADV	B-CONST_DIR
least	least	ADV	I-CONST_DIR
20	20	NUM	B-LIMIT
%	%	NOUN	I-LIMIT
of	of	ADP	O
ads	ad	NOUN	O
should	should	AUX	O
be	be	VERB	O
in	in	ADP	O
DIY	DIY	PROPN	B-VAR
video	video	NOUN	I-VAR
.	.	PUNCT	O
If	if	SCONJ	O
the	the	DET	O
company	company	NOUN	O
has	have	VERB	O
a	a	DET	O
budget	budget	NOUN	B-CONST_DIR
of	of	ADP	O
$	$	SYM	O
96924	120000	NUM	B-LIMIT
,	,	PUNCT	O
how	how	ADV	O
many	many	ADJ	O
ads	ad	NOUN	O
should	should	AUX	O
they	they	PRON	O
place	place	VERB	O
in	in	ADP	O
each	each	DET	O
category	category	NOUN	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
viewership	viewership	NOUN	B-OBJ_NAME
.	.	PUNCT	O
.	.	PUNC	O

Luca	Luca	PROPN	O
would	would	AUX	O
like	like	VERB	O
to	to	PART	O
invest	invest	VERB	O
up	up	ADP	B-CONST_DIR
to	to	PART	I-CONST_DIR
$	$	SYM	O
20000	20000	NUM	B-LIMIT
in	in	ADP	O
the	the	DET	O
education	education	NOUN	B-VAR
industry	industry	NOUN	I-VAR
and	and	CCONJ	O
fishing	fishing	NOUN	B-VAR
industry	industry	NOUN	I-VAR
.	.	PUNCT	O
Each	each	DET	O
dollar	dollar	NOUN	O
invested	invest	VERB	O
in	in	ADP	O
the	the	DET	O
education	education	NOUN	B-VAR
industries	industry	NOUN	I-VAR
yields	yield	VERB	O
a	a	DET	O
$	$	SYM	O
1.30	1.30	NUM	B-PARAM
lose	lose	NOUN	B-OBJ_NAME
and	and	CCONJ	O
each	each	DET	O
dollar	dollar	NOUN	O
invested	invest	VERB	O
in	in	ADP	O
the	the	DET	O
fishing	fishing	NOUN	B-VAR
industry	industry	NOUN	I-VAR
yields	yield	VERB	O
a	a	DET	O
$	$	SYM	O
20.56	2.10	NUM	B-PARAM
lose	lose	NOUN	B-OBJ_NAME
.	.	PUNCT	O
A	a	DET	O
minimum	minimum	NOUN	B-CONST_DIR
of	of	ADP	O
$	$	SYM	O
5950	5000	NUM	B-LIMIT
must	must	AUX	O
be	be	AUX	O
invested	invest	VERB	O
in	in	ADP	O
the	the	DET	O
fishing	fishing	NOUN	B-VAR
industry	industry	NOUN	I-VAR
and	and	CCONJ	O
at	at	ADV	B-CONST_DIR
least	least	ADV	I-CONST_DIR
63	30	NUM	B-LIMIT
%	%	NOUN	I-LIMIT
of	of	ADP	O
all	all	DET	O
money	money	NOUN	O
invested	invest	VERB	O
must	must	AUX	O
be	be	VERB	O
in	in	ADP	O
the	the	DET	O
education	education	NOUN	B-VAR
industry	industry	NOUN	I-VAR
.	.	PUNCT	O
Formulate	formulate	VERB	O
an	an	DET	O
LP	lp	NOUN	O
that	that	DET	O
can	can	AUX	O
be	be	AUX	O
used	use	VERB	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
Luca	Luca	PROPN	O
's	's	PART	O
lose	lose	NOUN	B-OBJ_NAME
.	.	PUNCT	O
.	.	PUNC	O

A	a	DET	O
furniture	furniture	NOUN	O
company	company	NOUN	O
makes	make	VERB	O
energy	energy	NOUN	B-VAR
-	-	PUNCT	I-VAR
efficient	efficient	ADJ	I-VAR
refrigerators	refrigerator	NOUN	I-VAR
and	and	CCONJ	O
regular	regular	ADJ	B-VAR
refrigerators	refrigerator	NOUN	I-VAR
.	.	PUNCT	O
There	there	PRON	O
is	be	AUX	O
an	an	DET	O
expected	expect	VERB	O
demand	demand	NOUN	O
of	of	ADP	O
at	at	ADV	B-CONST_DIR
least	least	ADV	I-CONST_DIR
27	25	NUM	B-LIMIT
energy	energy	NOUN	B-VAR
-	-	PUNCT	I-VAR
efficient	efficient	ADJ	I-VAR
refrigerators	refrigerator	NOUN	I-VAR
and	and	CCONJ	O
41	40	NUM	B-LIMIT
regular	regular	ADJ	B-VAR
refrigerators	refrigerator	NOUN	I-VAR
each	each	DET	O
day	day	NOUN	O
.	.	PUNCT	O
However	however	ADV	O
,	,	PUNCT	O
due	due	ADP	O
to	to	ADP	O
the	the	DET	O
size	size	NOUN	O
of	of	ADP	O
their	their	PRON	O
factory	factory	NOUN	O
,	,	PUNCT	O
they	they	PRON	O
can	can	AUX	O
make	make	VERB	O
at	at	ADP	B-CONST_DIR
most	most	ADJ	I-CONST_DIR
100	100	NUM	B-LIMIT
energy	energy	NOUN	B-VAR
-	-	PUNCT	I-VAR
efficient	efficient	ADJ	I-VAR
refrigerator	refrigerator	NOUN	I-VAR
and	and	CCONJ	O
70	70	NUM	B-LIMIT
regular	regular	ADJ	B-VAR
refrigerators	refrigerator	NOUN	I-VAR
per	per	ADP	O
day	day	NOUN	O
.	.	PUNCT	O
To	to	PART	O
satisfy	satisfy	VERB	O
a	a	DET	O
contract	contract	NOUN	O
,	,	PUNCT	O
a	a	DET	O
minimum	minimum	NOUN	B-CONST_DIR
of	of	ADP	O
106	90	NUM	B-LIMIT
refrigerators	refrigerator	NOUN	O
must	must	AUX	O
be	be	AUX	O
made	make	VERB	O
each	each	DET	O
day	day	NOUN	O
.	.	PUNCT	O
If	if	SCONJ	O
the	the	DET	O
profit	profit	NOUN	B-OBJ_NAME
per	per	ADP	O
energy	energy	NOUN	B-VAR
-	-	PUNCT	I-VAR
efficient	efficient	ADJ	I-VAR
refrigerators	refrigerator	NOUN	I-VAR
sold	sell	VERB	O
is	be	AUX	O
$	$	SYM	O
50	50	NUM	B-PARAM
and	and	CCONJ	O
the	the	DET	O
profit	profit	NOUN	B-OBJ_NAME
per	per	ADP	O
regular	regular	ADJ	B-VAR
refrigerator	refrigerator	NOUN	I-VAR
sold	sell	VERB	O
is	be	VERB	O
$	$	SYM	O
80	80	NUM	B-PARAM
,	,	PUNCT	O
how	how	ADV	O
many	many	ADJ	O
refrigerators	refrigerator	NOUN	O
of	of	ADP	O
each	each	DET	O
type	type	NOUN	O
should	should	AUX	O
be	be	AUX	O
made	make	VERB	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
profit	profit	NOUN	B-OBJ_NAME
?	?	PUNCT	O
.	.	PUNC	O

James	James	PROPN	O
is	be	AUX	O
following	follow	VERB	O
a	a	DET	O
fitness	fitness	NOUN	O
plan	plan	NOUN	O
and	and	CCONJ	O
has	have	AUX	O
decided	decide	VERB	O
to	to	PART	O
mix	mix	VERB	O
two	two	NUM	O
brands	brand	NOUN	O
of	of	ADP	O
protein	protein	NOUN	O
drinks	drink	NOUN	O
to	to	PART	O
create	create	VERB	O
a	a	DET	O
new	new	ADJ	O
mixture	mixture	NOUN	O
.	.	PUNCT	O
The	the	DET	O
Phi	phi	NOUN	B-VAR
brand	brand	NOUN	I-VAR
price	price	VERB	B-OBJ_NAME
$	$	SYM	O
2.5	2.5	NUM	B-PARAM
per	per	ADP	O
can	can	AUX	O
and	and	CCONJ	O
contains	contain	VERB	O
7	8	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
protein	protein	NOUN	O
,	,	PUNCT	O
7	7	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
carbs	carb	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
5	5	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
fat	fat	NOUN	O
.	.	PUNCT	O
The	the	DET	O
Delta	Delta	PROPN	B-VAR
brand	brand	NOUN	I-VAR
price	price	VERB	B-OBJ_NAME
$	$	SYM	O
3	4	NUM	B-PARAM
per	per	ADP	O
can	can	AUX	O
and	and	CCONJ	O
contains	contain	VERB	O
12	12	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
protein	protein	NOUN	O
,	,	PUNCT	O
5	5	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
carbs	carb	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
8	7	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
fat	fat	NOUN	O
.	.	PUNCT	O
James	James	PROPN	O
wants	want	VERB	O
to	to	PART	O
create	create	VERB	O
a	a	DET	O
mixture	mixture	NOUN	O
having	have	VERB	O
at	at	ADV	B-CONST_DIR
least	least	ADV	I-CONST_DIR
65	80	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
protein	protein	NOUN	O
,	,	PUNCT	O
50	50	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
carbs	carb	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
61	65	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
fat	fat	NOUN	O
.	.	PUNCT	O
How	how	ADV	O
many	many	ADJ	O
cans	can	NOUN	O
of	of	ADP	O
each	each	DET	O
brand	brand	NOUN	O
of	of	ADP	O
drink	drink	NOUN	O
should	should	AUX	O
be	be	VERB	O
mixed	mixed	ADJ	O
to	to	PART	O
create	create	VERB	O
the	the	DET	O
new	new	ADJ	O
mixture	mixture	NOUN	O
at	at	ADP	O
minimum	minimum	ADJ	B-OBJ_DIR
price	price	NOUN	B-OBJ_NAME
?	?	PUNCT	O
.	.	PUNC	O

Amanda	Amanda	PROPN	O
has	have	VERB	B-CONST_DIR
4000	4000	NUM	B-LIMIT
acres	acre	NOUN	O
of	of	ADP	O
land	land	NOUN	O
to	to	PART	O
grow	grow	VERB	O
Peach	peach	ADJ	B-VAR
trees	tree	NOUN	I-VAR
and	and	CCONJ	O
apples	apple	NOUN	B-VAR
.	.	PUNCT	O
peaches	peach	NOUN	B-VAR
cost	cost	VERB	O
$	$	SYM	O
55	50	NUM	B-PARAM
for	for	ADP	O
their	their	PRON	O
saplings	sapling	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
they	they	PRON	O
take	take	VERB	O
2	3	NUM	B-PARAM
hours	hour	NOUN	O
to	to	PART	O
maintain	maintain	VERB	O
per	per	ADP	O
acre	acre	NOUN	O
.	.	PUNCT	O
apple	apple	NOUN	B-VAR
cost	cost	VERB	O
$	$	SYM	O
93	80	NUM	B-PARAM
for	for	ADP	O
their	their	PRON	O
saplings	sapling	NOUN	O
and	and	CCONJ	O
take	take	VERB	O
6	5	NUM	B-PARAM
hours	hour	NOUN	O
to	to	PART	O
maintain	maintain	VERB	O
per	per	ADP	O
acre	acre	NOUN	O
.	.	PUNCT	O
Amanda	Amanda	PROPN	O
has	have	VERB	O
a	a	DET	O
budget	budget	NOUN	B-CONST_DIR
of	of	ADP	O
$	$	SYM	O
35881	30000	NUM	B-LIMIT
for	for	ADP	O
saplings	sapling	NOUN	O
and	and	CCONJ	O
has	have	VERB	O
600	600	NUM	B-LIMIT
available	available	ADJ	B-CONST_DIR
hours	hour	NOUN	O
for	for	ADP	O
maintenance	maintenance	NOUN	O
.	.	PUNCT	O
If	if	SCONJ	O
the	the	DET	O
profits	profits	NOUN	B-OBJ_NAME
per	per	ADP	O
acre	acre	NOUN	O
of	of	ADP	O
peach	peach	PROPN	B-VAR
trees	tree	NOUN	I-VAR
is	be	AUX	O
$	$	SYM	O
14	15	NUM	B-PARAM
and	and	CCONJ	O
the	the	DET	O
profits	profits	NOUN	B-OBJ_NAME
per	per	ADP	O
acre	acre	NOUN	O
of	of	ADP	O
apple	apple	NOUN	B-VAR
is	be	VERB	O
$	$	SYM	O
25	25	NUM	B-PARAM
,	,	PUNCT	O
how	how	ADV	O
many	many	ADJ	O
acres	acre	NOUN	O
of	of	ADP	O
each	each	DET	O
should	should	AUX	O
be	be	AUX	O
grown	grow	VERB	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
profits	profits	NOUN	B-OBJ_NAME
?	?	PUNCT	O
.	.	PUNC	O

An	an	DET	O
artist	artist	NOUN	O
uses	use	VERB	O
cotton	cotton	NOUN	O
to	to	PART	O
make	make	VERB	O
both	both	DET	O
mini	mini	ADJ	B-VAR
dog	dog	NOUN	I-VAR
and	and	CCONJ	O
mini	mini	ADJ	B-VAR
bears	bear	NOUN	I-VAR
.	.	PUNCT	O
Each	each	DET	O
mini	mini	ADJ	B-VAR
dog	dog	NOUN	I-VAR
requires	require	VERB	O
8	8	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
cotton	cotton	NOUN	O
and	and	CCONJ	O
each	each	DET	O
mini	mini	ADJ	B-VAR
bears	bear	NOUN	I-VAR
requires	require	VERB	O
7	7	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
cotton	cotton	NOUN	O
.	.	PUNCT	O
The	the	DET	O
artist	artist	NOUN	O
has	have	VERB	O
available	available	ADJ	B-CONST_DIR
341	400	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
cotton	cotton	NOUN	O
.	.	PUNCT	O
However	however	ADV	O
,	,	PUNCT	O
due	due	ADP	O
to	to	ADP	O
time	time	NOUN	O
constraints	constraint	NOUN	O
,	,	PUNCT	O
the	the	DET	O
artist	artist	NOUN	O
can	can	AUX	O
make	make	VERB	O
at	at	ADP	B-CONST_DIR
most	most	ADV	I-CONST_DIR
40	40	NUM	B-LIMIT
animals	animal	NOUN	O
total	total	VERB	O
.	.	PUNCT	O
If	if	SCONJ	O
the	the	DET	O
profits	profits	NOUN	B-OBJ_NAME
per	per	ADP	O
dogs	dog	NOUN	B-VAR
sold	sell	VERB	O
is	be	AUX	O
$	$	SYM	O
46	40	NUM	B-PARAM
and	and	CCONJ	O
the	the	DET	O
profits	profits	NOUN	B-OBJ_NAME
per	per	ADP	O
mini	mini	PROPN	B-VAR
bear	bear	NOUN	I-VAR
sold	sell	VERB	O
is	be	VERB	O
$	$	SYM	O
40	47	NUM	B-PARAM
,	,	PUNCT	O
how	how	ADV	O
many	many	ADJ	O
of	of	ADP	O
each	each	DET	O
should	should	AUX	O
the	the	DET	O
artist	artist	NOUN	O
make	make	VERB	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
profits	profits	NOUN	B-OBJ_NAME
?	?	PUNCT	O
.	.	PUNC	O

A	a	DET	O
fragrance	fragrance	NOUN	O
shop	shop	NOUN	O
makes	make	VERB	O
a	a	DET	O
mixture	mixture	NOUN	O
of	of	ADP	O
perfume	perfume	NOUN	O
using	use	VERB	O
fruit	fruit	NOUN	B-VAR
scent	scent	NOUN	I-VAR
and	and	CCONJ	O
essential	essential	ADJ	B-VAR
oils	oil	NOUN	I-VAR
.	.	PUNCT	O
A	a	DET	O
unit	unit	NOUN	O
of	of	ADP	O
fruit	fruit	NOUN	B-VAR
scent	scent	NOUN	I-VAR
contains	contain	VERB	O
3	3	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
aromatic	aromatic	ADJ	O
notes	note	NOUN	O
and	and	CCONJ	O
lasts	last	VERB	O
up	up	ADP	O
to	to	PART	O
9	9	NUM	B-LIMIT
hours	hour	NOUN	O
.	.	PUNCT	O
A	a	DET	O
unit	unit	NOUN	O
of	of	ADP	O
essential	essential	ADJ	B-VAR
oils	oil	NOUN	I-VAR
has	have	VERB	O
8	10	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
aromatic	aromatic	ADJ	O
notes	note	NOUN	O
but	but	CCONJ	O
lasts	last	VERB	O
only	only	ADV	O
for	for	ADP	O
4	4	NUM	B-PARAM
hours	hour	NOUN	O
.	.	PUNCT	O
The	the	DET	O
shop	shop	NOUN	O
wants	want	VERB	O
to	to	PART	O
make	make	VERB	O
sure	sure	ADJ	O
that	that	SCONJ	O
the	the	DET	O
mixture	mixture	NOUN	O
contains	contain	VERB	O
at	at	ADV	B-CONST_DIR
least	least	ADV	I-CONST_DIR
6	6	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
aromatic	aromatic	ADJ	O
notes	note	NOUN	O
and	and	CCONJ	O
lasts	last	VERB	O
at	at	ADP	B-CONST_DIR
least	least	ADJ	I-CONST_DIR
for	for	ADP	O
7	7	NUM	B-LIMIT
hours	hour	NOUN	O
.	.	PUNCT	O
The	the	DET	O
mixture	mixture	NOUN	O
can	can	AUX	O
also	also	ADV	O
contain	contain	VERB	O
at	at	ADP	B-CONST_DIR
most	most	ADJ	I-CONST_DIR
8	8	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
aromatic	aromatic	ADJ	O
notes	note	NOUN	O
.	.	PUNCT	O
If	if	SCONJ	O
a	a	DET	O
unit	unit	NOUN	O
of	of	ADP	O
fruit	fruit	NOUN	B-VAR
scents	scent	NOUN	I-VAR
be	be	VERB	B-OBJ_NAME
$	$	SYM	O
3.50	3.50	NUM	B-PARAM
and	and	CCONJ	O
a	a	DET	O
unit	unit	NOUN	O
of	of	ADP	O
essential	essential	ADJ	B-VAR
oil	oil	NOUN	I-VAR
be	be	VERB	B-OBJ_NAME
$	$	SYM	O
2	2	NUM	B-PARAM
,	,	PUNCT	O
how	how	ADV	O
many	many	ADJ	O
units	unit	NOUN	O
of	of	ADP	O
each	each	DET	O
ingredient	ingredient	NOUN	O
should	should	AUX	O
be	be	AUX	O
used	use	VERB	O
to	to	PART	O
minimize	minimize	VERB	B-OBJ_DIR
be	be	NOUN	B-OBJ_NAME
of	of	ADP	O
the	the	DET	O
mixture	mixture	NOUN	O
?	?	PUNCT	O
.	.	PUNC	O

Theta	Theta	PROPN	O
Fishing	Fishing	PROPN	O
wants	want	VERB	O
to	to	PART	O
transport	transport	VERB	O
their	their	PRON	O
catch	catch	NOUN	O
.	.	PUNCT	O
They	they	PRON	O
can	can	AUX	O
either	either	CCONJ	O
use	use	VERB	O
cargo	cargo	NOUN	B-VAR
ships	ship	NOUN	I-VAR
or	or	CCONJ	O
freight	freight	NOUN	B-VAR
trains	train	NOUN	I-VAR
.	.	PUNCT	O
cargo	cargo	NOUN	B-VAR
ship	ship	NOUN	I-VAR
can	can	AUX	O
take	take	VERB	O
2000	2000	NUM	B-PARAM
Pisces	pisces	NOUN	B-OBJ_NAME
per	per	ADP	O
trip	trip	NOUN	O
while	while	SCONJ	O
Freight	freight	NOUN	B-VAR
trains	train	VERB	I-VAR
can	can	AUX	O
take	take	VERB	O
7000	7000	NUM	B-PARAM
Pisces	pisces	NOUN	B-OBJ_NAME
per	per	ADP	O
trip	trip	NOUN	O
.	.	PUNCT	O
The	the	DET	O
cost	cost	NOUN	O
per	per	ADP	O
trip	trip	NOUN	O
for	for	ADP	O
cargo	cargo	NOUN	B-VAR
ship	ship	NOUN	I-VAR
is	be	AUX	O
$	$	SYM	O
112	100	NUM	B-PARAM
while	while	SCONJ	O
the	the	DET	O
cost	cost	NOUN	O
per	per	ADP	O
trip	trip	NOUN	O
for	for	ADP	O
freight	freight	NOUN	B-VAR
trains	train	NOUN	I-VAR
is	be	VERB	O
$	$	SYM	O
168	180	NUM	B-PARAM
.	.	PUNCT	O
The	the	DET	O
budget	budget	NOUN	O
is	be	AUX	O
at	at	ADV	B-CONST_DIR
most	most	ADV	I-CONST_DIR
$	$	SYM	O
1500	1500	NUM	B-LIMIT
and	and	CCONJ	O
the	the	DET	O
number	number	NOUN	O
of	of	ADP	O
cargo	cargo	NOUN	B-VAR
ships	ship	NOUN	I-VAR
trips	trip	NOUN	O
must	must	AUX	O
be	be	VERB	O
less	less	ADJ	B-CONST_DIR
than	than	SCONJ	I-CONST_DIR
the	the	DET	O
number	number	NOUN	O
of	of	ADP	O
Freight	freight	NOUN	B-VAR
trains	train	VERB	I-VAR
trips	trip	NOUN	O
.	.	PUNCT	O
Formulate	formulate	VERB	O
an	an	DET	O
LP	LP	PROPN	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
the	the	DET	O
number	number	NOUN	B-OBJ_NAME
of	of	ADP	I-OBJ_NAME
Pisces	pisces	NOUN	I-OBJ_NAME
that	that	DET	O
can	can	AUX	O
be	be	AUX	O
transported	transport	VERB	O
.	.	PUNCT	O
.	.	PUNC	O

An	an	DET	O
investor	investor	NOUN	O
has	have	VERB	B-CONST_DIR
$	$	SYM	O
500000	500000	NUM	B-LIMIT
to	to	PART	O
invest	invest	VERB	O
in	in	ADP	O
two	two	NUM	O
software	software	NOUN	O
companies	company	NOUN	O
,	,	PUNCT	O
company	company	NOUN	B-VAR
B	b	NOUN	I-VAR
and	and	CCONJ	O
company	company	NOUN	B-VAR
A	a	NOUN	I-VAR
He	he	PRON	O
has	have	AUX	O
decided	decide	VERB	O
to	to	PART	O
invest	invest	VERB	O
at	at	ADP	B-CONST_DIR
least	least	ADV	I-CONST_DIR
eight	two	NUM	B-PARAM
times	time	NOUN	I-PARAM
as	as	ADV	O
much	much	ADJ	O
money	money	NOUN	O
in	in	ADP	O
company	company	NOUN	B-VAR
B.	B.	PROPN	I-VAR
than	than	SCONJ	O
in	in	ADP	O
company	company	NOUN	B-VAR
A	a	NOUN	I-VAR
In	in	ADP	O
addition	addition	NOUN	O
,	,	PUNCT	O
he	he	PRON	O
can	can	AUX	O
invest	invest	VERB	O
at	at	ADP	B-CONST_DIR
most	most	ADV	I-CONST_DIR
$	$	SYM	O
208896	200000	NUM	B-LIMIT
in	in	ADP	O
company	company	NOUN	B-VAR
A	a	NOUN	I-VAR
If	if	SCONJ	O
investments	investment	NOUN	O
in	in	ADP	O
company	company	NOUN	B-VAR
B	b	NOUN	I-VAR
yield	yield	NOUN	O
9	9	NUM	B-PARAM
%	%	NOUN	I-PARAM
issue	issue	NOUN	B-OBJ_NAME
and	and	CCONJ	O
investments	investment	NOUN	O
in	in	ADP	O
company	company	NOUN	B-VAR
A	a	NOUN	I-VAR
yield	yield	VERB	O
12	12	NUM	B-PARAM
%	%	NOUN	I-PARAM
issue	issue	NOUN	B-OBJ_NAME
,	,	PUNCT	O
how	how	ADV	O
much	much	ADV	O
should	should	AUX	O
he	he	PRON	O
invest	invest	VERB	O
in	in	ADP	O
each	each	DET	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
earnings	earning	NOUN	B-OBJ_NAME
?	?	PUNCT	O
.	.	PUNC	O

A	a	DET	O
dessert	dessert	NOUN	O
restaurant	restaurant	NOUN	O
makes	make	VERB	O
cupcakes	cupcake	NOUN	B-VAR
and	and	CCONJ	O
cakes	cake	NOUN	B-VAR
.	.	PUNCT	O
Each	each	DET	O
type	type	NOUN	O
of	of	ADP	O
dessert	dessert	NOUN	O
requires	require	VERB	O
time	time	NOUN	O
in	in	ADP	O
the	the	DET	O
oven	oven	ADJ	O
and	and	CCONJ	O
cooling	cool	VERB	O
rack	rack	NOUN	O
.	.	PUNCT	O
A	a	DET	O
batch	batch	NOUN	O
of	of	ADP	O
cakes	cake	NOUN	B-VAR
requires	require	VERB	O
20	20	NUM	B-PARAM
minutes	minute	NOUN	O
in	in	ADP	O
the	the	DET	O
oven	oven	ADJ	O
and	and	CCONJ	O
60	60	NUM	B-PARAM
minutes	minute	NOUN	O
cooling	cool	VERB	O
.	.	PUNCT	O
A	a	DET	O
batch	batch	NOUN	O
of	of	ADP	O
cupcakes	cupcake	NOUN	B-VAR
requires	require	VERB	O
60	60	NUM	B-PARAM
minutes	minute	NOUN	O
in	in	ADP	O
the	the	DET	O
oven	oven	ADJ	O
and	and	CCONJ	O
106	120	NUM	B-PARAM
minutes	minute	NOUN	O
cooling	cool	VERB	O
.	.	PUNCT	O
Additionally	additionally	ADV	O
,	,	PUNCT	O
the	the	DET	O
oven	oven	NOUN	O
is	be	VERB	O
available	available	ADJ	B-CONST_DIR
for	for	ADP	O
9000	9000	NUM	B-LIMIT
minutes	minute	NOUN	O
per	per	ADP	O
month	month	NOUN	O
,	,	PUNCT	O
the	the	DET	O
cooling	cool	VERB	O
rack	rack	NOUN	O
is	be	AUX	O
available	available	ADJ	B-CONST_DIR
for	for	ADP	O
11185	12000	NUM	B-LIMIT
minutes	minute	NOUN	O
per	per	ADP	O
month	month	NOUN	O
.	.	PUNCT	O
If	if	SCONJ	O
the	the	DET	O
gain	gain	NOUN	B-OBJ_NAME
per	per	ADP	O
batch	batch	NOUN	O
of	of	ADP	O
cakes	cake	NOUN	B-VAR
is	be	AUX	O
$	$	SYM	O
8	10	NUM	B-PARAM
and	and	CCONJ	O
the	the	DET	O
gain	gain	NOUN	B-OBJ_NAME
per	per	ADP	O
batch	batch	NOUN	O
of	of	ADP	O
cupcakes	cupcake	NOUN	B-VAR
is	be	VERB	O
$	$	SYM	O
25	25	NUM	B-PARAM
,	,	PUNCT	O
how	how	ADV	O
many	many	ADJ	O
batches	batch	NOUN	O
of	of	ADP	O
each	each	DET	O
should	should	AUX	O
be	be	AUX	O
made	make	VERB	O
to	to	PART	O
maximize	maximize	VERB	B-OBJ_DIR
gain	gain	NOUN	B-OBJ_NAME
?	?	PUNCT	O
.	.	PUNC	O

Amazing	amazing	ADJ	O
Arts	Arts	PROPN	O
makes	make	VERB	O
small	small	ADJ	B-VAR
artwork	artwork	NOUN	I-VAR
and	and	CCONJ	O
large	large	ADJ	B-VAR
artworks	artwork	NOUN	I-VAR
.	.	PUNCT	O
The	the	DET	O
store	store	NOUN	O
has	have	VERB	O
available	available	ADJ	B-CONST_DIR
200	200	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
paint	paint	NOUN	O
,	,	PUNCT	O
103	100	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
glitter	glitter	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
80	80	NUM	B-LIMIT
units	unit	NOUN	O
of	of	ADP	O
glue	glue	NOUN	O
.	.	PUNCT	O
To	to	PART	O
make	make	VERB	O
a	a	DET	O
small	small	ADJ	B-VAR
artworks	artwork	NOUN	I-VAR
requires	require	VERB	O
5	5	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
paint	paint	NOUN	O
,	,	PUNCT	O
2	3	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
glitter	glitter	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
4	4	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
glue	glue	NOUN	O
.	.	PUNCT	O
To	to	PART	O
make	make	VERB	O
a	a	DET	O
large	large	ADJ	B-VAR
artworks	artwork	NOUN	I-VAR
requires	require	VERB	O
3	3	NUM	B-PARAM
units	unit	NOUN	O
of	of	ADP	O
paint	paint	NOUN	O
,	,	PUNCT	O
1	1	NUM	B-PARAM
unit	unit	NOUN	O
of	of	ADP	O
glitter	glitter	NOUN	O
,	,	PUNCT	O
